pretty_comp,et_c22
Nd3In,69.5
Zn(CoO2)2,236.2
Rh3Pb,245.1
Sb2O3,35.0
HoNiBi,167.3
ErPO4,298.3
CdIrO3,212.7
Ba2YbSbO6,236.6
BiSI,34.2
NaYb3,15.9
Al2FeIr,326.0
K3P,28.7
TmH2,143.1
NpPd3,201.6
GaN,359.6
Yb3V,25.9
InPb2I5,34.2
Ca3SnN,65.8
Cd(RhO2)2,214.2
FeCuS2,128.0
ScPd,157.5
KNaICl,35.0
Sr2FeSO3,108.7
TcF6,30.7
Zr2TiBe,146.4
U3Se4,144.3
CaBeMo2,192.0
BaSnW2,109.6
TiNbS4,50.3
LiUN2,275.7
Sr6Li2Cr2N8O,181.9
HfSnRh2,134.7
NbAlPt,137.4
NaAuF4,55.1
K2PdF6,67.4
ZrCl2,133.0
Ti3As,228.8
Rb3BrO,46.1
DyNi2,169.3
Ti2BeMo,195.0
Li4BePd,67.3
NiPtF6,80.6
UAg3,112.9
KIO4,45.3
Ba2TaTe,33.1
SnAsIr,162.4
PrPtF7,85.2
Sc2GaIr,166.4
BaLiBi,8.1
TbFeSi,194.6
CaAlH5,73.5
CaAlSiH,148.6
NaLi2Bi,43.8
Li3MnSi2O7,89.1
Be(HO)2,134.7
CaSnO3,310.8
SrMgSi,98.8
LiCu(PO3)2,75.0
ZrBePd,136.7
Al3Cr,158.2
BaZrCu2,58.9
NbCd3,143.8
CeScGe,105.3
UCuAs2,169.4
FeB2,498.2
ScAlCo2,260.6
USi3,216.5
MgZrO3,335.5
Ga2PdBr8,26.7
CuBi(WO4)2,210.7
Sr(CdSb)2,74.5
ErInCu2,126.3
TbCd,73.9
CoTe(PbO3)2,195.6
Li2CoCl4,44.6
MgSbRu2,285.7
BeFe2Te,104.0
YTlO2,189.6
EuS,181.1
CaBe2Ge,44.6
BiF5,137.6
PrTe3,50.0
SrMoO3,345.1
Ba3Nb2CoO9,249.9
BaNa2V,18.7
HoBr3,3.5
BaFeIr2,87.4
Np2InPt2,151.3
Be2CrSb,193.7
DyGa,135.6
Be2TlMo,201.8
PrY3,53.0
BaMn2Sn,66.2
ZrB2,550.8
LiLuO2,271.3
K3NbO8,90.5
Zn3(PO4)2,170.3
Hf3Te2,138.4
Mg2NF,214.8
Zn2AgSbO6,260.4
Ac2O3,186.8
BeCo4Hg,155.9
Dy(Al2Fe)4,253.1
V2ZnO6,245.1
BaCo2(PO4)2,150.4
K3Ag3As2,45.8
Zr(NiP)2,281.9
ZrBe2Cr,107.6
Er(Al2Mo)2,227.5
ErBi2BrO4,170.6
BeCr2Ge,206.3
MgCrF6,68.6
UAl3Pd2,200.1
BeNbCr2,213.1
TiMo2As,157.1
NiAgO2,203.5
Li4BeW,76.5
TiF2,136.4
K2S,35.8
Yb(MnAs)2,125.1
BaRh2Br,93.3
Ca(VS2)2,72.5
BeNi3,232.1
ScAlCu2,152.4
CaSiSnO5,179.5
OF3,4.8
MgBeRh2,196.4
MnBeGe2,149.8
MgCoO2,213.5
NaHoS2,115.6
Na4NpO5,77.6
Ti2BeCo,175.5
FeO2,279.8
Zr3O,198.7
Ho2CdOs,137.7
Tb2Mg,64.7
Sc2CuOs,183.7
NdO2,193.0
TaAsRh2,160.7
Ca(HO)2,82.3
SmBi2IO4,156.7
TaInRu2,344.7
Sm3Th,57.8
Sr(NdS2)2,141.6
NpAs,124.5
Tm2MgTc,117.0
CaTi2S5,57.8
TaMoN,554.7
PmYMg2,54.1
Ba4MgCd,13.3
ErRh5,283.2
Tl2SiSe3,33.6
Li4CoO4,133.3
BeCr2Hg,178.8
Pb5(SI3)2,27.3
CuAsPbO4,72.3
Ca2BeCu,73.6
ZrTe3,115.2
TaGaRu2,389.1
LiMnF4,78.9
Sb2Se3,47.2
BeFeCl,139.0
RbCuCl3,39.4
Ba2Bi2O5,59.2
V3Cd,144.1
Ho(PRu)2,314.1
Yb(SiPd)2,157.9
SrTa2Be,138.6
SrAcTl2,52.1
KrF2,20.7
AlAuO2,308.9
Li4Mn3,135.1
BaTa2Be,64.7
Tm2AlSi2,132.2
WCl4O,17.7
ThGeO4,287.4
Ba2CrTe,35.1
CoSO4,135.9
DyTiGe,137.8
UTeS,134.6
SrMnBe,42.8
NaSbS2,47.8
CaCoSi,146.8
TiReN3,432.1
AlAsO4,55.0
ScIr3C,226.3
DyP5,111.8
BaTlBi,23.6
MgRe3,339.6
Yb(ZnP)2,157.3
UCoAs2,194.4
Ta2N,429.5
BaYSn,3.8
Rb3PdF5,41.4
MgZrAu2,148.5
KCaCl3,60.2
Y2SO2,208.8
Tm2In,98.6
CaTlCl3,56.2
KH,35.1
Sr2ZrBe,36.6
H6CNF,39.7
Rb3TlF6,40.0
Sr4S3O,130.7
Ca4As2O,136.0
Li(CO)2,113.1
HfMgBe2,106.9
Li8NbO6,173.2
KPrS2,89.3
CrBr3,23.9
K5As4,33.4
LuNiBi,166.1
YbPaRu2,189.7
Si2Mo,376.9
Sc2IrPd,179.9
BaHf4Be,60.7
Li5AuO4,189.4
Tm6CoBi2,94.9
InTe,47.7
SmAg2Hg,82.6
HfBeSb2,123.9
LiCeSn,109.6
Na3Co2SbO6,189.5
SmIn2Rh,122.8
LiScAs2O7,134.3
H4BrN,42.6
BeGa2Mo,282.1
BaMgTe,19.7
NaCN,36.6
Sm2MgAl,69.0
Ca2BeBi,54.1
VGePt,147.3
HgHOF,49.0
Cd2GaAgS4,82.5
ZrTaBe2,178.6
Nd2ZnIr,128.0
Yb(CuSi)2,174.8
Ce(AsRu2)2,246.8
CeTh2O6,351.4
LiFe2F6,141.5
SrP3,100.8
Ti2Co,124.3
B6P,470.8
K3Na(SO4)2,75.4
Ba2AlFe3O8,204.0
NaAlH4,43.9
Cd3PCl3,53.2
TiRh,152.8
IrF4,88.6
Hg3(TeBr)2,22.6
NbCoSn,89.1
Nb3TeCl7,95.0
Cr(BH)6,17.9
Hg(BiS2)2,45.1
Sc2AlC,171.8
CaBiF6,27.7
DyTaRu2,323.4
InAgS2,118.8
Tb(MnSi)2,190.8
ErSe2,134.3
MgSnP2,80.0
NdGe2,96.3
TaBeO3,394.3
Y2MgS4,89.8
Na2ZnGeO4,107.0
LaS,203.9
Sm(SiNi)2,228.1
LiYS2,158.2
CuHOF,121.5
TmAlAg2,109.5
Th(AlC)4,309.1
Mn2AlV,287.0
Na2NiO2,148.0
CuAsPt2,159.6
Dy(GePd)2,149.6
MgBe2Ru,229.9
CrSe,65.6
Sb2S3,49.6
TiP2O7,161.4
ZnSbF6,47.4
BePOs,162.4
Dy(GeRu)2,205.9
Zn(BiO2)2,129.4
Zr2BeCl,129.4
YbS2,4.6
CrB,583.7
FeCoSn,219.0
CaReBi,110.9
BeNbBi4,40.0
MnInPd2,133.9
SrMg2N2,195.6
KNa2Sb,34.4
Mg2BePt,173.1
RbSmTe2,55.2
Si(O2F3)2,46.8
HfZr,158.5
HfPt,214.0
Ba2SbBr,80.2
LiDySe2,99.8
GaSeBr7,20.4
