cpu_usage,assigned_mem
6737720.000000,2028215.625000
6645646.500000,2023393.375000
6662301.000000,2009419.875000
6776740.500000,2030029.750000
6675874.000000,2028189.750000
6544889.000000,2005360.875000
6482410.500000,2006012.625000
6789320.000000,2008846.375000
6555643.000000,2001297.750000
6447765.500000,2010986.500000
6455463.500000,1998512.500000
6417062.500000,1995273.000000
6355105.000000,1995523.375000
6506565.500000,2001973.625000
6479543.500000,1996758.750000
6447767.000000,2010942.375000
6469232.000000,2005069.500000
6561527.500000,2004749.375000
6437730.500000,2006152.000000
6398599.000000,2003552.250000
6333034.000000,1990810.125000
6343080.500000,1999189.125000
6384548.500000,1998860.875000
6391977.500000,2001479.375000
6311435.000000,2004636.500000
6479198.500000,2007976.125000
6390510.000000,1994831.125000
6340656.500000,2001005.750000
6397574.500000,1995211.625000
6395029.000000,2000900.875000
6422360.500000,1999200.750000
6450396.000000,2003441.625000
6382177.000000,1990805.875000
6378640.000000,1997446.250000
6356221.000000,1990778.875000
6278347.000000,1990341.750000
6139968.500000,1990904.625000
6358693.000000,1992541.375000
6221989.500000,1984049.000000
6176988.500000,1984594.750000
6200811.500000,1980783.875000
6211219.000000,1984664.625000
6205813.000000,1984265.500000
6312554.500000,1988095.625000
6319334.000000,1983757.000000
6309975.500000,1992090.875000
6314121.000000,1985499.125000
6305750.000000,1985955.625000
6258209.000000,1989361.875000
6428377.500000,1996139.000000
6377910.000000,1984741.375000
6305218.500000,1990232.125000
6396406.000000,1990473.000000
6418085.500000,1992548.500000
6446095.000000,1991470.625000
6345804.000000,1993048.375000
6274969.000000,1982846.375000
6268459.500000,1985806.625000
6193533.000000,1980301.000000
6202393.500000,1980377.375000
6203591.000000,1986849.250000
6339975.000000,1986007.750000
6235891.500000,1982423.250000
6203778.500000,1979703.500000
6256845.500000,1979121.875000
6247790.500000,1977237.500000
6235063.500000,1978452.875000
6220631.000000,1978884.875000
6158897.500000,1975724.750000
6086910.000000,1974054.625000
6075268.000000,1966414.125000
5952704.500000,1963901.250000
5873409.000000,1966042.750000
6158233.000000,1961056.500000
6005131.500000,1965198.750000
5945429.000000,1964991.625000
6009469.000000,1957778.500000
6000848.500000,1955396.875000
6007724.500000,1968586.000000
6057845.000000,1973920.625000
5980687.000000,1970064.500000
5948589.500000,1974720.000000
5967921.000000,1967673.875000
5996338.500000,1961305.500000
5852758.000000,1975560.375000
6110007.500000,1974227.500000
6009044.500000,1971280.500000
5946660.000000,1971839.000000
6012781.500000,1966726.375000
6029280.000000,1960377.625000
5961413.500000,1971460.375000
6027862.000000,1969390.500000
5896359.000000,1971997.625000
5905769.000000,1974248.375000
5886546.000000,1970999.250000
5875473.500000,1967030.000000
5818040.500000,1973313.250000
6007502.000000,1972976.750000
5892017.500000,1975025.375000
5909488.000000,1978237.750000
5998622.500000,1973660.875000
6075072.000000,1968026.750000
6216292.000000,1983077.000000
6378585.000000,1992464.750000
6256330.500000,1988537.750000
6058806.500000,1992089.375000
6055728.500000,1977715.500000
5996124.000000,1971011.250000
6002849.500000,1971377.125000
6147585.000000,1975379.000000
6077547.500000,1968812.625000
6105211.000000,1980684.250000
6223898.000000,1978047.625000
6316504.000000,1980077.375000
6297706.000000,1983615.250000
6384177.500000,1991617.750000
6430639.500000,1978611.250000
6392440.500000,1994394.625000
6315030.500000,1987264.125000
6207380.500000,1982477.375000
6258627.500000,1985537.125000
6496982.000000,1991225.125000
6483793.500000,1984128.625000
6429205.500000,1990452.125000
6468969.500000,1982945.125000
6400184.000000,1990918.750000
6344814.000000,1991195.750000
6579885.500000,1989806.125000
6557914.500000,1987264.375000
6591059.000000,1998877.125000
