cpu_usage,assigned_mem
6845902.500000,2034519.500000
6730619.000000,2036635.000000
6677961.000000,2026274.375000
6775000.500000,2037901.500000
6688455.000000,2029597.875000
6623179.000000,2007119.875000
6552663.500000,2008842.500000
6891773.000000,2009417.000000
6653046.000000,2002212.875000
6563372.500000,2013377.250000
6566585.500000,2004339.750000
6534817.500000,2002373.375000
6472621.000000,2003916.625000
6614365.500000,2010111.375000
6570611.500000,1997366.500000
6500827.500000,2015595.375000
6574359.500000,2003656.375000
6586191.000000,2002774.625000
6447893.500000,2006722.750000
6463085.000000,2007474.375000
6449047.500000,1998988.250000
6439064.000000,2009917.125000
6448142.000000,2009202.125000
6526067.000000,2008302.500000
6445360.500000,2014806.000000
6624197.000000,2021392.750000
6546064.000000,2006096.250000
6503349.500000,2014392.750000
6574140.000000,2008156.125000
6599444.000000,2011445.250000
6584777.500000,2007624.500000
6599747.000000,2012794.000000
6547803.500000,2000528.625000
6471867.000000,2009074.125000
6479571.500000,2004317.250000
6436743.500000,2004300.000000
6319581.000000,2008715.125000
6541763.000000,2013031.250000
6479026.500000,2004629.125000
6461693.500000,2013363.000000
6562662.000000,2012217.250000
6619752.500000,2014297.250000
6662070.500000,2012991.125000
6783183.500000,2021569.250000
6849884.000000,2011797.625000
6866615.000000,2024003.500000
6927905.000000,2019395.000000
6960890.500000,2019663.750000
7021378.000000,2018026.250000
7070269.000000,2040231.125000
7017327.500000,2017906.125000
7001224.000000,2022343.125000
6925842.000000,2023380.000000
7021116.500000,2021320.750000
6924464.500000,2017500.000000
6844751.500000,2026929.875000
6795342.500000,2015010.000000
6719262.000000,2025866.375000
6756114.000000,2018179.625000
6763415.000000,2023634.500000
6802293.500000,2021853.500000
6845465.000000,2034435.375000
6867616.000000,2019854.125000
6840298.000000,2029887.500000
6876929.000000,2032916.500000
6957371.500000,2030454.875000
6911148.500000,2035701.375000
7118431.500000,2036709.625000
7058753.000000,2037083.500000
7056752.000000,2035370.125000
6968602.500000,2042879.000000
6780997.000000,2035230.625000
6722532.000000,2041519.000000
7000312.000000,2044725.250000
6919128.500000,2029609.250000
6696581.000000,2036360.250000
6786228.000000,2030344.250000
6781200.500000,2027368.500000
6692098.500000,2032782.125000
6748251.000000,2035631.375000
6651443.000000,2029787.375000
6667437.500000,2037632.125000
6789478.500000,2026469.000000
