cpu_usage,assigned_mem
6864567.500000,2037078.500000
6765971.000000,2039677.875000
6721921.000000,2029155.125000
6806966.500000,2037919.500000
6770242.000000,2026644.000000
6756170.000000,2006568.500000
6676769.500000,2010541.750000
7010999.500000,2008392.750000
6764888.500000,1999453.375000
6695555.000000,2014120.250000
6731733.500000,2009497.500000
6717787.500000,2013411.375000
6631931.500000,2016046.625000
6839895.000000,2024334.000000
6764345.500000,2008674.625000
6653910.500000,2030319.500000
6744260.500000,2016393.125000
6742175.000000,2016865.125000
6756663.000000,2025830.875000
6772429.500000,2032183.125000
6904566.000000,2022320.625000
6898165.500000,2037859.500000
6930323.500000,2035743.875000
6939562.000000,2025492.750000
6927322.500000,2035060.500000
6995429.000000,2054030.625000
6895978.500000,2023945.000000
6815163.500000,2033098.000000
6826434.000000,2027470.750000
6829344.000000,2031737.500000
6806235.000000,2025120.250000
6819162.500000,2035908.000000
6876481.500000,2024207.125000
6739602.000000,2036755.875000
6738773.000000,2030060.000000
6684864.000000,2027519.125000
6621616.000000,2028115.500000
6806958.000000,2042203.875000
6810933.000000,2025656.875000
6737157.500000,2039776.500000
6770251.000000,2032770.500000
6839834.000000,2033350.750000
6836899.000000,2029832.500000
6928431.500000,2041261.750000
7069194.500000,2031352.000000
7070993.500000,2045597.625000
7165116.500000,2046311.000000
7094809.500000,2042007.375000
7112786.500000,2037731.500000
7184667.500000,2059774.625000
7132225.500000,2033640.125000
7069606.000000,2035795.375000
6990233.000000,2038429.750000
7068265.500000,2036157.625000
6970832.000000,2032989.125000
7013658.500000,2039273.875000
6903200.000000,2031683.375000
6831865.000000,2036111.875000
6872046.500000,2030988.875000
6890463.000000,2034633.000000
6945861.000000,2032690.750000
7043586.500000,2045487.375000
7029626.000000,2029831.000000
6977444.500000,2035543.500000
6957607.500000,2041398.750000
7059819.500000,2034729.500000
7005892.500000,2040102.375000
7230130.000000,2039704.750000
7148111.500000,2038165.000000
7095826.000000,2036661.250000
7060354.000000,2042247.500000
6785748.000000,2038011.250000
6795818.500000,2043444.000000
7100090.500000,2051611.625000
7067108.500000,2031316.625000
6782391.500000,2037443.625000
6822914.000000,2032030.375000
6807234.000000,2027658.375000
6685151.500000,2032075.875000
6733509.000000,2034908.625000
6657746.500000,2027851.625000
6671730.000000,2035781.000000
6760485.000000,2025090.750000
6680434.500000,2027011.500000
6600144.000000,2033230.375000
6876370.000000,2038324.500000
6802631.500000,2030024.625000
6757748.500000,2038560.500000
6789200.500000,2033864.875000
6721132.500000,2027108.375000
6630881.500000,2031089.500000
6753498.500000,2026987.000000
6611048.500000,2024785.500000
6637086.000000,2030938.125000
6605392.000000,2028836.250000
6605009.000000,2027661.125000
6493165.500000,2031839.125000
6650097.000000,2031774.375000
6618725.000000,2024248.000000
6586756.500000,2035158.000000
6734994.000000,2031108.375000
6777932.000000,2028047.875000
6839516.000000,2037554.125000
6884727.000000,2037540.500000
6739131.500000,2022300.625000
6588200.500000,2032219.000000
6567674.000000,2029826.000000
6573771.000000,2027501.000000
6658198.500000,2019731.500000
6739779.000000,2030019.000000
6622242.000000,2013137.875000
6672880.000000,2024370.625000
6692298.000000,2019268.625000
6727636.000000,2017581.875000
6636422.000000,2016649.750000
6773998.000000,2023878.125000
6684467.000000,2006814.375000
6689751.000000,2018419.500000
6604133.000000,2019610.625000
6524943.000000,2016877.625000
6574759.500000,2014814.750000
6781308.000000,2017444.875000
6754096.500000,2004168.875000
6685237.500000,2018199.125000
6642998.000000,2008280.625000
6562448.500000,2012319.125000
6527083.500000,2011946.625000
6761066.000000,2015270.500000
6665588.500000,2012876.375000
6624979.500000,2022033.250000
6536848.500000,2012925.125000
6438211.000000,2013081.250000
6432315.000000,2011699.750000
6625188.500000,2017562.500000
6528834.500000,2004749.125000
6515414.500000,2014524.500000
6544870.500000,2009976.500000
6570285.500000,2010406.375000
6477006.500000,2008421.375000
6530028.500000,2017763.000000
6439336.000000,2007848.250000
6349608.500000,2016053.500000
6347251.500000,2006416.375000
6296774.500000,2008301.750000
6212468.000000,2006278.750000
6318542.000000,2009088.375000
6233088.000000,2000469.625000
6219083.000000,2006529.000000
6201899.500000,2003254.625000
6259738.500000,2005091.750000
6180905.500000,2004738.625000
6210836.000000,2009170.375000
6089285.500000,2000136.625000
6092570.500000,1998865.250000
6134451.000000,1992606.125000
6126404.500000,1995159.000000
5993933.500000,1997991.375000
6154534.500000,1997662.625000
6013566.500000,1993370.125000
6031423.500000,1997638.875000
6077840.500000,1995587.250000
6163548.500000,1995549.250000
6048401.500000,1999720.375000
6057741.500000,2000609.500000
5927263.500000,1995229.750000
5948806.000000,1993932.750000
5977721.500000,1985252.000000
6041885.000000,1983341.250000
5932430.500000,2000046.875000
6162931.500000,2000013.750000
6198415.000000,1996347.750000
6262809.500000,2003993.000000
6287394.500000,1998392.125000
6358764.000000,1997136.500000
6441965.500000,2004349.250000
6372561.000000,2004596.625000
6206321.000000,1991668.000000
6325707.500000,1994294.250000
6332239.000000,1989095.000000
