cpu_usage,assigned_mem
6096800.500000,2005869.625000
5850966.000000,1982128.250000
6050030.500000,1942088.250000
6088773.000000,1959186.500000
6003225.000000,1950649.250000
5944432.000000,1943479.375000
5891510.000000,1951188.625000
5999217.500000,1946682.000000
5920404.000000,1944666.625000
5795746.500000,1958057.250000
6038098.500000,1947510.500000
5910830.000000,1954584.000000
5893686.500000,1947804.250000
5935524.500000,1955624.625000
5905483.500000,1938043.000000
5758363.000000,1952689.250000
5846081.500000,1942419.625000
5811146.000000,1944714.375000
5747887.500000,1938298.500000
5719892.500000,1941605.750000
5679173.500000,1941421.875000
5541473.500000,1953755.750000
5756674.500000,1939053.125000
5605502.500000,1945345.500000
5522003.000000,1942005.000000
5611698.000000,1940723.750000
5509792.000000,1937770.250000
5410246.500000,1952484.250000
5507764.000000,1933261.000000
5443332.000000,1942219.000000
5346885.000000,1932529.000000
5572058.000000,1935294.125000
5433850.500000,1937951.750000
5356695.000000,1952937.250000
5366717.000000,1931993.000000
5357990.500000,1930282.875000
5323136.500000,1935618.000000
5779220.500000,1938343.000000
5541420.000000,1947248.500000
5418809.000000,1945315.750000
5410083.500000,1935153.750000
5395502.500000,1944605.375000
5423553.000000,1931522.750000
5560591.500000,1938079.000000
5420306.000000,1941896.875000
5382942.000000,1955836.750000
5461582.000000,1937420.000000
5419629.500000,1931656.000000
5376501.000000,1939555.250000
5754346.500000,1946139.500000
5617107.500000,1944162.125000
5443934.000000,1956973.375000
5526629.500000,1937991.000000
5440800.000000,1945267.750000
5451428.500000,1936463.750000
5567723.500000,1935961.250000
5383959.500000,1948551.375000
5349667.500000,1952706.875000
5389845.500000,1937918.125000
5390768.500000,1936905.500000
5356444.000000,1941056.250000
5695444.000000,1940278.875000
5494960.000000,1947829.875000
5478777.000000,1951949.500000
5479954.500000,1945440.250000
5496040.500000,1940864.750000
5476670.000000,1938252.250000
5624482.500000,1936965.000000
5462421.500000,1949476.000000
5499980.500000,1952463.625000
5482644.500000,1940872.875000
5490678.000000,1937074.500000
5445941.000000,1950668.625000
5797745.500000,1946378.500000
5680979.000000,1945660.500000
5634076.500000,1952006.500000
5824190.500000,1940212.250000
5836650.500000,1940537.875000
5687198.000000,1949130.625000
5659011.000000,1945368.000000
5495900.500000,1943585.750000
5557986.000000,1951623.875000
5560085.000000,1943295.875000
5566477.500000,1939858.000000
5483042.000000,1948596.625000
5738610.000000,1961731.625000
5545382.000000,1943044.000000
5610457.000000,1952626.000000
5611102.000000,1946438.375000
5653058.000000,1938387.750000
5549548.500000,1951527.375000
5595768.500000,1947092.250000
5470077.000000,1946301.250000
5510541.000000,1958751.750000
5498451.500000,1949041.000000
5520552.500000,1947326.875000
5466982.500000,1952308.125000
5743319.500000,1959067.625000
5536171.000000,1948310.375000
5550947.000000,1960425.375000
5600049.500000,1952450.375000
5624262.500000,1945298.375000
5610929.500000,1957656.125000
5737883.500000,1956561.875000
5540831.500000,1951894.375000
5559201.500000,1963391.250000
5539167.000000,1955512.625000
5529633.500000,1945336.750000
5498124.000000,1956087.500000
5694638.000000,1965949.750000
5528741.500000,1957763.875000
5527600.000000,1971608.250000
5602902.000000,1958646.375000
5679338.500000,1949932.750000
5599966.500000,1954026.000000
5685519.500000,1966440.500000
5533225.500000,1964606.000000
5578210.500000,1977879.250000
