cpu_usage,assigned_mem
6847241.500000,2038071.750000
6788048.500000,2038824.750000
6749647.000000,2027875.375000
6822800.000000,2036900.000000
6812790.500000,2024466.625000
6821382.000000,2006555.625000
6749516.000000,2011273.375000
7058532.500000,2009062.000000
6817858.000000,1997850.250000
6747845.000000,2015191.625000
6812128.500000,2011247.500000
6793188.000000,2017804.750000
6705604.500000,2020546.625000
6941464.000000,2031813.875000
6856691.000000,2015373.250000
6734567.000000,2037632.125000
6807221.500000,2025078.000000
6818912.000000,2025381.000000
6880248.500000,2034834.750000
6876719.500000,2042598.500000
7059567.000000,2030068.875000
7040490.500000,2044152.625000
7092474.000000,2039047.875000
7006916.500000,2025756.000000
6911809.000000,2036049.750000
6949734.000000,2055247.125000
6906488.000000,2025812.125000
6776909.500000,2036995.500000
6811109.000000,2031419.000000
6814738.500000,2035714.625000
6793127.500000,2028445.125000
6829709.500000,2039576.000000
6905170.000000,2028035.250000
6763611.000000,2041506.750000
6763296.000000,2033977.250000
6695725.500000,2031180.375000
6628766.500000,2031447.875000
6808876.500000,2045193.250000
6818462.000000,2026967.125000
6751707.000000,2041364.125000
6789440.500000,2034355.500000
6855318.500000,2035135.750000
6855069.000000,2031306.250000
6951307.500000,2043103.375000
7089261.000000,2033030.250000
7097960.000000,2046922.750000
7193387.500000,2047530.250000
7102249.500000,2042301.375000
7114755.500000,2038050.875000
7193226.000000,2059923.625000
7135347.000000,2033101.125000
7073543.500000,2035985.875000
6997157.000000,2038619.000000
7071951.000000,2035992.125000
6969874.500000,2033389.500000
7008789.500000,2039271.250000
6893621.500000,2031502.250000
6823941.000000,2035938.875000
6879090.500000,2030230.125000
6891619.000000,2034142.875000
6946060.500000,2032099.500000
7039149.000000,2044597.625000
7022882.500000,2028800.625000
6976988.500000,2034809.000000
6961224.000000,2040367.000000
7065102.000000,2033361.625000
7010635.500000,2039143.500000
7239287.000000,2038117.875000
7148953.000000,2036867.500000
7086938.000000,2035607.750000
7058523.500000,2040299.375000
6784171.000000,2036649.625000
6782018.000000,2041493.750000
7064841.500000,2049482.125000
7027819.000000,2028709.500000
6760655.500000,2036187.250000
6811849.500000,2030351.000000
6808024.000000,2026277.875000
6690031.000000,2030614.875000
6736766.500000,2033264.875000
6655938.500000,2026228.625000
6663044.500000,2034466.125000
6750554.500000,2023165.875000
6676289.500000,2024885.000000
6587395.000000,2031339.125000
6863895.000000,2035986.500000
6793074.000000,2027970.125000
6761029.000000,2036392.125000
6795199.500000,2032067.250000
6725341.500000,2025564.750000
6635057.500000,2029123.000000
6759033.500000,2025063.125000
6618245.500000,2023075.250000
6646414.000000,2029302.500000
6615669.000000,2027213.625000
6627048.000000,2025975.375000
6517060.000000,2030479.000000
6674233.000000,2030640.875000
6645182.500000,2022421.000000
6611966.500000,2033592.625000
6760712.000000,2029612.750000
6802668.500000,2027014.500000
6866553.000000,2035681.125000
6903445.000000,2035702.125000
6761098.000000,2020283.875000
6606641.000000,2030834.125000
6591996.000000,2027712.875000
6604507.000000,2025571.250000
6701358.500000,2017122.000000
6780076.000000,2029246.000000
6640710.500000,2012209.625000
6688043.000000,2022553.625000
6706116.500000,2017220.875000
6741354.000000,2015855.500000
6648842.500000,2015064.875000
6788349.500000,2022353.000000
6693200.000000,2005157.000000
6694889.000000,2017052.625000
6617442.500000,2018049.000000
6542542.500000,2015965.375000
6597535.500000,2013760.250000
6795349.500000,2017133.375000
6764040.500000,2002863.625000
6692754.500000,2017308.875000
6657160.500000,2007076.625000
6577475.000000,2011637.875000
6544896.000000,2011092.000000
6781075.000000,2014859.000000
6679154.500000,2012258.750000
6642280.000000,2021443.375000
6562619.500000,2012498.125000
6460116.000000,2012957.375000
6463932.500000,2011162.000000
6658382.000000,2017572.000000
6561663.500000,2003963.250000
6552689.000000,2013886.875000
6578533.000000,2009220.375000
6603587.500000,2009328.500000
6509475.500000,2007313.375000
6570627.500000,2017239.125000
6481134.500000,2007139.375000
6393306.500000,2016247.000000
6387197.500000,2007138.000000
6333793.500000,2009201.250000
6250630.000000,2006732.625000
6354639.000000,2009920.375000
6270524.500000,2000908.625000
6252499.500000,2007937.500000
6235368.500000,2004695.625000
6291774.000000,2006274.875000
6212493.000000,2005403.125000
6239898.000000,2009846.125000
6119526.500000,2000292.000000
6117710.000000,1999812.750000
6156114.500000,1993545.625000
6148438.000000,1996014.250000
6018267.000000,1998283.375000
6173177.500000,1998039.250000
6033323.000000,1993188.875000
6049836.500000,1997516.500000
6093058.000000,1995596.750000
6177083.000000,1995601.125000
6063055.000000,1999370.250000
6070047.500000,2000576.500000
5938517.000000,1994817.750000
5959861.000000,1993628.750000
5989308.000000,1985049.625000
6051209.000000,1983171.875000
5935786.000000,1999721.750000
6162282.000000,1999299.000000
6203794.000000,1995565.875000
6266006.500000,2003477.875000
6290531.000000,1998096.750000
6361682.500000,1997006.250000
6443495.500000,2003976.250000
6376804.000000,2004764.125000
6208828.500000,1992125.750000
6328664.000000,1994612.625000
6336492.000000,1989199.750000
6295687.500000,1988052.500000
6112598.000000,1991078.875000
6370979.000000,1994422.875000
6261428.500000,1991781.625000
6224536.000000,1996866.250000
6226758.500000,1993555.750000
6233307.000000,1988791.750000
6201253.500000,1991260.375000
6223124.500000,1993268.250000
6090255.000000,1984306.125000
6020234.000000,1990391.500000
6006857.000000,1979289.250000
6048289.500000,1977889.000000
6005175.000000,1980824.625000
6172010.500000,1986262.125000
6044057.500000,1982168.375000
5992253.000000,1990095.250000
6032590.000000,1982807.125000
6066661.500000,1974674.000000
6139738.500000,1984080.750000
6214561.500000,1988403.000000
6065078.000000,1983660.250000
5973036.000000,1989621.125000
5953032.500000,1981632.875000
5914091.000000,1976495.750000
5905834.500000,1977545.875000
6020665.000000,1980259.750000
5893774.000000,1973965.750000
5879909.500000,1984159.500000
5939641.000000,1978328.375000
6010563.000000,1974076.750000
5962669.500000,1979479.125000
6075761.500000,1983567.750000
5993367.500000,1978645.250000
5993456.000000,1988040.375000
5989969.000000,1978208.750000
5898527.500000,1978131.125000
5900848.000000,1981884.875000
6087923.000000,1979723.250000
5978514.000000,1971364.250000
5974823.500000,1979868.250000
5977235.000000,1971843.875000
5970398.000000,1975100.000000
5917890.000000,1979929.750000
6065774.000000,1980242.625000
5938047.500000,1983977.625000
5950296.500000,1989940.250000
5997755.000000,1977511.875000
5982069.500000,1979959.625000
5929806.000000,1986784.125000
6138619.500000,1988845.125000
6023032.000000,1979523.125000
6032343.500000,1985106.750000
6130159.000000,1983074.250000
6192080.500000,1985882.250000
6138457.500000,1985946.750000
6150357.500000,1991489.625000
6051275.500000,1981676.500000
6058478.000000,1988820.500000
6059974.000000,1978650.625000
6063116.500000,1981074.375000
5991268.500000,1984040.875000
6127403.500000,1986959.000000
6003827.500000,1975202.750000
6044848.000000,1981906.750000
6061851.500000,1981074.000000
6091326.500000,1981425.500000
6024117.500000,1980914.500000
