cpu_usage,assigned_mem
6733815.000000,2037024.375000
6794930.000000,2031172.625000
6853265.500000,2013818.250000
6872464.500000,2031771.250000
6916754.500000,2018318.250000
6944390.500000,2009721.750000
6902943.000000,2014742.125000
7141761.500000,2014007.625000
6913979.500000,1998926.750000
6847219.500000,2019991.500000
6944597.000000,2015312.875000
6902724.500000,2024463.875000
6819976.000000,2026570.250000
7072780.500000,2042489.000000
7047221.500000,2025282.375000
6950641.500000,2050074.750000
7060226.000000,2039261.250000
7034662.500000,2039555.750000
7046564.500000,2048421.625000
7010264.000000,2046347.625000
7180619.500000,2033701.000000
7062432.500000,2045485.500000
7106741.000000,2034961.500000
7037441.500000,2021654.625000
6816572.500000,2038777.750000
6800242.000000,2055096.000000
6827442.500000,2028297.125000
6678775.500000,2042487.000000
6776070.000000,2036393.875000
6793046.500000,2040466.625000
6775962.500000,2035976.000000
6877058.000000,2047276.250000
6958786.000000,2037716.000000
6851577.000000,2050825.000000
6838734.500000,2044385.875000
6763203.500000,2038986.875000
6682899.000000,2039285.875000
6844264.000000,2054203.375000
6853816.000000,2030956.125000
6797022.000000,2044408.750000
6825311.000000,2037877.125000
6897936.500000,2038016.500000
6895937.500000,2034415.000000
7005800.000000,2046932.000000
7154654.000000,2037037.125000
7178246.000000,2051059.875000
7259142.000000,2051092.125000
7115912.500000,2042604.625000
7137759.000000,2039061.000000
7224280.000000,2061231.625000
7161651.500000,2032694.625000
7102940.500000,2038438.375000
7058572.500000,2040625.750000
7094195.500000,2038055.750000
6991953.000000,2035819.750000
7049472.000000,2040772.125000
6937382.000000,2034766.375000
6851839.500000,2037461.500000
6916211.500000,2032172.875000
6929922.000000,2034368.125000
6974325.000000,2033142.500000
7095683.000000,2044639.875000
7063202.500000,2029830.125000
7034799.000000,2035175.000000
7013156.500000,2039932.500000
7074048.500000,2032752.375000
7021189.000000,2038293.750000
7249242.500000,2036988.625000
7145103.000000,2036521.250000
7071961.000000,2035714.750000
7075814.000000,2039127.125000
6795814.500000,2036272.375000
6796332.500000,2041353.375000
7076524.500000,2049698.000000
7056646.500000,2027776.500000
6795929.000000,2035811.375000
6841526.000000,2030187.625000
6832120.000000,2025687.750000
6706266.000000,2030636.500000
6746081.000000,2033023.625000
6669822.000000,2025642.875000
6677825.000000,2033563.000000
6754084.500000,2022130.500000
6676515.000000,2023708.625000
6604908.500000,2029761.125000
6880162.000000,2035706.000000
6811364.000000,2026182.625000
6778429.500000,2035299.375000
6809688.500000,2030711.125000
6741367.000000,2024183.375000
6649645.000000,2027657.000000
6775523.000000,2023691.250000
6629974.000000,2021419.250000
6664047.000000,2027879.750000
6634505.500000,2025709.750000
6657950.000000,2024129.500000
6559038.000000,2029250.875000
6716915.000000,2029635.875000
6692173.500000,2020065.000000
6658799.500000,2031834.250000
6805666.000000,2028007.625000
6841630.500000,2026037.125000
6906983.500000,2033581.000000
6929481.500000,2033529.375000
6794950.000000,2017334.375000
6633484.000000,2029391.375000
6625984.500000,2024886.375000
6654419.000000,2022734.125000
6768197.500000,2014424.875000
6837937.000000,2029308.000000
6660762.000000,2011618.625000
6702742.000000,2020944.000000
6717261.000000,2015018.250000
6747837.500000,2014395.000000
6660836.500000,2013333.750000
6805013.500000,2021301.875000
6708171.500000,2003315.375000
6704594.500000,2016228.625000
6644823.000000,2016581.875000
6567833.000000,2015624.250000
6638686.500000,2012722.875000
6813771.000000,2018122.625000
6770903.500000,2001960.250000
6695230.000000,2016573.000000
6668555.000000,2005937.250000
6590520.500000,2011692.375000
6558779.000000,2010672.625000
6795734.000000,2014966.625000
6686342.500000,2012073.875000
6654870.500000,2021531.250000
6583696.500000,2012639.500000
6473155.500000,2013487.125000
6491519.500000,2011084.000000
6681270.500000,2018109.750000
6583839.000000,2003207.500000
6576861.000000,2013571.625000
6604900.500000,2008973.500000
6630530.000000,2009320.625000
6536499.500000,2007017.750000
6605092.500000,2017662.625000
6521137.000000,2006844.375000
6438664.500000,2016627.750000
6434855.500000,2008001.500000
6380551.500000,2010434.250000
6303580.500000,2007534.375000
6407116.000000,2011213.875000
6322405.000000,2001231.750000
6302067.000000,2009935.000000
6284191.500000,2006881.750000
6336809.000000,2008143.375000
6258243.000000,2006376.250000
6278086.500000,2011372.625000
6158518.500000,2001199.375000
6152229.500000,2001715.250000
6185272.000000,1995237.500000
6177126.500000,1997596.250000
6048374.000000,1999154.875000
6198634.000000,1998890.500000
6055028.000000,1993467.125000
6070543.500000,1997710.125000
6103881.000000,1995836.250000
6185410.500000,1995742.125000
6076380.500000,1998937.250000
6079499.000000,2000598.625000
5949602.500000,1995082.375000
5971788.500000,1993982.000000
6001882.000000,1985374.875000
6056754.500000,1983624.375000
5934721.500000,2000003.250000
6158978.500000,1998927.625000
6215191.000000,1995286.125000
6272761.500000,2003695.750000
6296691.000000,1998324.375000
6367850.500000,1997251.625000
6448128.000000,2003944.250000
6382527.000000,2005505.000000
6215879.000000,1992855.000000
6331762.500000,1995117.750000
6347871.000000,1990042.500000
6313626.000000,1989114.750000
