periodo,customer_id,product_id,cust_request_qty,cust_request_tn,tn,product_category
201701,10001,20001,11.0,99.43861,99.43861,HC
201701,10001,20002,17.0,90.13504,87.64856,HC
201701,10001,20003,25.0,100.21284,100.21284,FOODS
201701,10001,20004,13.0,21.73954,21.73954,FOODS
201701,10001,20006,18.0,31.3677,29.17196,HC
201701,10001,20007,15.0,54.29184,52.89076,HC
201701,10001,20009,12.0,12.97624,12.97624,HC
201701,10001,20011,12.0,49.68054,49.68054,HC
201701,10002,20001,17.0,38.68301,35.72806,HC
201701,10002,20002,25.0,23.6216,23.6216,HC
201701,10002,20003,28.0,79.06937,74.71229,FOODS
201701,10002,20004,37.0,164.4156,156.65148,FOODS
201701,10002,20005,28.0,141.29919,140.96846,FOODS
201701,10002,20006,20.0,89.25156,82.17292,HC
201701,10002,20007,16.0,37.76104,34.25834,HC
201701,10002,20009,40.0,21.53053,21.53053,HC
201701,10002,20011,46.0,66.12606,65.22516,HC
201701,10003,20001,17.0,143.49426,143.49426,HC
201701,10003,20002,29.0,72.967,72.91049,HC
201701,10003,20003,3.0,101.55498,101.55498,FOODS
201701,10003,20004,2.0,4.14086,4.14086,FOODS
201701,10003,20005,3.0,0.70871,0.70871,FOODS
201701,10003,20006,27.0,12.7562,10.40362,HC
201701,10003,20007,22.0,20.2281,20.2281,HC
201701,10003,20009,32.0,49.78865,49.78865,HC
201701,10003,20011,14.0,27.94428,27.94428,HC
201701,10004,20001,9.0,184.72927,184.72927,HC
201701,10004,20002,9.0,42.97096,42.97096,HC
201701,10004,20003,12.0,52.72587,52.72587,FOODS
201701,10004,20004,9.0,1.30438,1.30438,FOODS
201701,10004,20005,10.0,1.04803,1.04803,FOODS
201701,10004,20006,1.0,1.56839,1.56839,HC
201701,10004,20007,7.0,15.70376,14.55565,HC
201701,10004,20009,15.0,82.41302,82.41302,HC
201701,10004,20011,16.0,51.71166,51.71166,HC
201701,10005,20001,23.0,19.08407,19.08407,HC
201701,10005,20002,17.0,12.68107,12.68107,HC
201701,10005,20003,23.0,60.99912,60.99912,FOODS
201701,10005,20004,16.0,33.12691,28.98605,FOODS
201701,10005,20005,5.0,3.60797,3.60797,FOODS
201701,10005,20006,8.0,9.72399,9.72399,HC
201701,10005,20007,6.0,4.20325,4.20325,HC
201701,10005,20009,18.0,21.07385,21.07385,HC
201701,10005,20011,15.0,15.92136,15.13512,HC
201701,10006,20001,49.0,43.83179,43.83179,HC
201701,10006,20002,34.0,20.14052,20.14052,HC
201701,10006,20003,19.0,21.16296,21.16296,FOODS
201701,10006,20004,11.0,10.86977,10.86977,FOODS
201701,10006,20005,11.0,56.43893,56.43893,FOODS
201701,10006,20006,22.0,14.89966,14.89966,HC
201701,10006,20007,17.0,9.54487,9.54487,HC
201701,10006,20009,29.0,23.76935,23.76935,HC
201701,10006,20011,25.0,11.74446,11.74446,HC
201701,10007,20001,3.0,65.12087,65.12087,HC
201701,10007,20003,4.0,71.37312,71.37312,FOODS
201701,10007,20004,3.0,11.12857,11.12857,FOODS
201701,10007,20005,4.0,3.6724,3.6724,FOODS
201701,10007,20006,2.0,3.03221,3.03221,HC
201701,10007,20007,1.0,2.52973,2.52973,HC
201701,10007,20009,2.0,13.86731,11.41686,HC
201701,10007,20011,3.0,20.45862,20.45862,HC
201701,10008,20001,37.0,33.18724,33.18724,HC
201701,10008,20002,26.0,32.94591,32.94591,HC
201701,10008,20003,21.0,81.34513,81.34513,FOODS
201701,10008,20004,9.0,14.07894,14.07894,FOODS
201701,10008,20006,25.0,22.42791,22.42791,HC
201701,10008,20007,21.0,23.40974,23.40974,HC
201701,10008,20009,16.0,11.02702,11.02702,HC
201701,10008,20011,10.0,25.94592,25.94592,HC
201701,10009,20001,22.0,15.26725,15.26725,HC
201701,10009,20002,5.0,3.10811,3.10811,HC
201701,10009,20003,22.0,46.06056,46.06056,FOODS
201701,10009,20004,13.0,21.48073,21.48073,FOODS
201701,10009,20005,11.0,23.19408,23.19408,FOODS
201701,10009,20006,14.0,21.95739,21.95739,HC
201701,10009,20007,8.0,9.92432,9.92432,HC
201701,10009,20009,11.0,7.38476,7.38476,HC
201701,10009,20011,8.0,7.07616,7.07616,HC
201701,10011,20001,5.0,8.003,8.003,HC
201701,10011,20002,7.0,10.69188,10.69188,HC
201701,10011,20003,2.0,6.60046,6.60046,FOODS
201701,10011,20004,2.0,11.69794,11.69794,FOODS
201701,10011,20005,2.0,12.37018,12.37018,FOODS
201701,10011,20006,4.0,7.05773,7.05773,HC
201701,10011,20007,5.0,4.90379,4.90379,HC
201701,10011,20009,5.0,10.78197,10.78197,HC
201701,10011,20011,4.0,5.37264,5.37264,HC
201701,10012,20001,5.0,6.97324,6.97324,HC
201701,10012,20002,2.0,37.29726,37.29726,HC
201701,10012,20003,3.0,65.77116,65.77116,FOODS
201701,10012,20004,3.0,2.74332,2.74332,FOODS
201701,10012,20005,2.0,11.08162,11.08162,FOODS
201701,10012,20007,7.0,21.19132,21.19132,HC
201701,10012,20009,5.0,0.22277,0.22277,HC
201701,10012,20011,4.0,0.7371,0.7371,HC
201701,10013,20001,10.0,68.2773,68.2773,HC
201701,10013,20002,5.0,39.78374,39.78374,HC
201701,10013,20003,2.0,28.63224,28.63224,FOODS
201701,10013,20004,1.0,2.58804,2.58804,FOODS
201701,10013,20005,1.0,0.25771,0.25771,FOODS
201701,10013,20006,8.0,13.48811,13.48811,HC
201701,10013,20007,8.0,31.67997,31.67997,HC
201701,10013,20009,3.0,4.67813,4.67813,HC
201701,10013,20011,9.0,55.3644,52.02288,HC
201702,10001,20001,23.0,198.84365,198.84365,HC
201702,10001,20002,16.0,66.08396,66.08396,HC
201702,10001,20003,25.0,126.97776,126.97776,FOODS
201702,10001,20004,15.0,29.76246,29.76246,FOODS
201702,10001,20006,15.0,100.37664,100.37664,HC
201702,10001,20007,18.0,76.59235,76.59235,HC
201702,10001,20009,10.0,25.11709,25.11709,HC
201702,10001,20011,6.0,47.05974,47.05974,HC
201702,10002,20001,15.0,6.79415,6.79415,HC
201702,10002,20002,8.0,2.27174,2.27174,HC
201702,10002,20003,10.0,12.92214,12.92214,FOODS
201702,10002,20004,12.0,20.03919,20.03919,FOODS
201702,10002,20005,8.0,52.99418,52.99418,FOODS
201702,10002,20006,1.0,0.39732,0.39732,HC
201702,10002,20007,1.0,0.11675,0.11675,HC
201702,10002,20009,29.0,9.06666,9.06666,HC
201702,10002,20011,3.0,2.17854,2.17854,HC
201702,10003,20001,6.0,20.48319,20.48319,HC
201702,10003,20002,16.0,67.38372,67.38372,HC
201702,10003,20003,2.0,87.1416,87.1416,FOODS
201702,10003,20004,2.0,12.42259,12.42259,FOODS
201702,10003,20005,1.0,0.51542,0.51542,FOODS
201702,10003,20006,11.0,17.82731,16.25892,HC
201702,10003,20007,11.0,38.76321,38.76321,HC
201702,10003,20009,16.0,3.72023,3.72023,HC
201702,10003,20011,10.0,22.40784,22.40784,HC
201702,10004,20001,9.0,104.03894,104.03894,HC
201702,10004,20002,9.0,79.51098,79.51098,HC
201702,10004,20003,7.0,42.1768,42.1768,FOODS
201702,10004,20004,5.0,1.46742,1.46742,FOODS
201702,10004,20005,5.0,0.6271,0.6271,FOODS
201702,10004,20006,3.0,3.92096,3.92096,HC
201702,10004,20007,8.0,38.87996,38.87996,HC
201702,10004,20009,14.0,111.51766,111.51766,HC
201702,10004,20011,9.0,38.67318,38.67318,HC
201702,10005,20001,8.0,5.17117,5.17117,HC
201702,10005,20002,17.0,10.63537,10.63537,HC
201702,10005,20003,14.0,16.5984,16.5984,FOODS
201702,10005,20004,13.0,10.09336,10.09336,FOODS
201702,10005,20005,22.0,22.67866,22.67866,FOODS
201702,10005,20006,25.0,29.79932,29.79932,HC
201702,10005,20007,33.0,18.09734,18.09734,HC
201702,10005,20009,30.0,28.05763,28.05763,HC
201702,10005,20011,15.0,8.45208,8.45208,HC
201702,10006,20001,48.0,41.49245,41.49245,HC
201702,10006,20002,30.0,22.627,22.627,HC
201702,10006,20003,2.0,1.86732,1.86732,FOODS
201702,10006,20004,8.0,11.90498,11.90498,FOODS
201702,10006,20005,5.0,5.15424,5.15424,FOODS
201702,10006,20006,18.0,14.42914,14.42914,HC
201702,10006,20007,29.0,17.16328,17.16328,HC
201702,10006,20009,37.0,29.77294,29.77294,HC
201702,10006,20011,41.0,32.07204,32.07204,HC
201702,10007,20001,3.0,28.93391,28.93391,HC
201702,10007,20003,1.0,11.51514,11.51514,FOODS
201702,10007,20004,4.0,7.76412,7.76412,FOODS
201702,10007,20005,3.0,3.67669,3.67669,FOODS
201702,10007,20006,5.0,6.0226,6.0226,HC
201702,10007,20007,1.0,31.05726,31.05726,HC
201702,10007,20009,4.0,41.67989,41.29005,HC
201702,10007,20011,4.0,16.59294,16.59294,HC
201702,10008,20001,11.0,11.47282,11.47282,HC
201702,10008,20002,9.0,17.40539,17.40539,HC
201702,10008,20003,6.0,17.42832,17.42832,FOODS
201702,10008,20004,4.0,1.81163,1.81163,FOODS
201702,10008,20006,11.0,13.48811,13.48811,HC
201702,10008,20007,5.0,54.56427,54.56427,HC
201702,10008,20009,5.0,28.52544,28.52544,HC
201702,10008,20011,1.0,2.35872,2.35872,HC
201702,10009,20001,27.0,21.54653,21.54653,HC
201702,10009,20002,9.0,4.72432,4.72432,HC
201702,10009,20003,16.0,57.26448,57.26448,FOODS
201702,10009,20004,18.0,39.85582,39.85582,FOODS
201702,10009,20005,20.0,66.4897,66.4897,FOODS
201702,10009,20006,13.0,16.78172,16.78172,HC
201702,10009,20007,7.0,5.25406,5.25406,HC
201702,10009,20009,3.0,1.1027,1.1027,HC
201702,10009,20011,8.0,5.4054,5.4054,HC
