TIME,NS1_FLOW [m^3 s^-1],NS1_SALT_FLUX [psu m^3 s^-1],NS1_TEMP_FLUX [degrees celsius m^3 s^-1],NS2_FLOW [m^3 s^-1],NS2_SALT_FLUX [psu m^3 s^-1],NS2_TEMP_FLUX [degrees celsius m^3 s^-1]
01/05/2011 00:00:00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00
01/05/2011 00:15:00,  0.2000010E+02, -0.3510028E+02,  0.1649014E+03,  0.2324606E+03,  0.9126425E+04,  0.4650527E+04
01/05/2011 00:30:00,  0.2000013E+02, -0.8561660E+02,  0.1143847E+03,  0.1248258E+03,  0.7951081E+04,  0.2502276E+04
01/05/2011 00:45:00,  0.2000012E+02, -0.7413960E+02,  0.1258620E+03, -0.3135465E+02,  0.4704101E+04, -0.6162455E+03
01/05/2011 01:00:00,  0.2000012E+02, -0.5942274E+02,  0.1405791E+03, -0.2011100E+03,  0.1213135E+04, -0.4003708E+04
01/05/2011 01:15:00,  0.2000004E+02, -0.5234047E+02,  0.1476611E+03, -0.2446185E+03,  0.9192949E+03, -0.4868785E+04
01/05/2011 01:30:00,  0.2000003E+02, -0.4825518E+02,  0.1517470E+03, -0.3072425E+03, -0.1221178E+03, -0.6117968E+04
01/05/2011 01:45:00,  0.2000006E+02, -0.4751941E+02,  0.1524842E+03, -0.2889421E+03,  0.2665508E+03, -0.5749905E+04
01/05/2011 02:00:00,  0.2000007E+02, -0.4764113E+02,  0.1523640E+03, -0.1674956E+03,  0.2606070E+04, -0.3322093E+04
01/05/2011 02:15:00,  0.2000001E+02, -0.4789552E+02,  0.1521108E+03, -0.2507729E+02,  0.5533900E+04, -0.4765444E+03
01/05/2011 02:30:00,  0.2000008E+02, -0.4773658E+02,  0.1522724E+03,  0.4791913E+02,  0.6785415E+04,  0.9818209E+03
01/05/2011 02:45:00,  0.2000017E+02, -0.4707048E+02,  0.1529418E+03,  0.3844547E+02,  0.6124111E+04,  0.7939921E+03
01/05/2011 03:00:00,  0.2000013E+02, -0.4478370E+02,  0.1552311E+03, -0.1165227E+02,  0.4561950E+04, -0.2034747E+03
01/05/2011 03:15:00,  0.2000004E+02, -0.4123045E+02,  0.1587867E+03, -0.4826876E+02,  0.3391501E+04, -0.9313567E+03
01/05/2011 03:30:00,  0.2000002E+02, -0.3787691E+02,  0.1621440E+03, -0.8364904E+02,  0.2215591E+04, -0.1635548E+04
01/05/2011 03:45:00,  0.2000007E+02, -0.3591018E+02,  0.1641165E+03, -0.1080028E+03,  0.1399299E+04, -0.2120403E+04
01/05/2011 04:00:00,  0.2000007E+02, -0.3562089E+02,  0.1644127E+03, -0.9081076E+02,  0.1740263E+04, -0.1776473E+04
01/05/2011 04:15:00,  0.2000002E+02, -0.3655640E+02,  0.1634843E+03, -0.1473956E+02,  0.3623163E+04, -0.2587344E+03
01/05/2011 04:30:00,  0.2000006E+02, -0.3666779E+02,  0.1633813E+03,  0.6218586E+02,  0.5541982E+04,  0.1275290E+04
01/05/2011 04:45:00,  0.2000013E+02, -0.3492830E+02,  0.1651260E+03,  0.9505526E+02,  0.6343334E+04,  0.1931064E+04
01/05/2011 05:00:00,  0.2000011E+02, -0.3205227E+02,  0.1680029E+03,  0.9292502E+02,  0.6202419E+04,  0.1889246E+04
01/05/2011 05:15:00,  0.2000004E+02, -0.2922375E+02,  0.1708306E+03,  0.9551438E+02,  0.6177752E+04,  0.1941568E+04
01/05/2011 05:30:00,  0.2000002E+02, -0.2657709E+02,  0.1734769E+03,  0.9245507E+02,  0.5950452E+04,  0.1881026E+04
01/05/2011 05:45:00,  0.2000017E+02, -0.2496468E+02,  0.1750919E+03,  0.6778383E+02,  0.5124496E+04,  0.1390125E+04
01/05/2011 06:00:00,  0.2000010E+02, -0.2449579E+02,  0.1755632E+03,  0.4780322E+02,  0.4483206E+04,  0.9935103E+03
01/05/2011 06:15:00,  0.2000009E+02, -0.2441322E+02,  0.1756483E+03,  0.6307257E+02,  0.4858149E+04,  0.1299110E+04
01/05/2011 06:30:00,  0.2000011E+02, -0.2377798E+02,  0.1762844E+03,  0.9760757E+02,  0.5763692E+04,  0.1987783E+04
01/05/2011 06:45:00,  0.2000011E+02, -0.2252977E+02,  0.1775322E+03,  0.1166629E+03,  0.6236407E+04,  0.2367933E+04
01/05/2011 07:00:00,  0.2000017E+02, -0.2122345E+02,  0.1788384E+03,  0.1198174E+03,  0.6264897E+04,  0.2431441E+04
01/05/2011 07:15:00,  0.2000018E+02, -0.2021448E+02,  0.1798472E+03,  0.1157480E+03,  0.6070332E+04,  0.2350420E+04
01/05/2011 07:30:00,  0.2000007E+02, -0.1927678E+02,  0.1807838E+03,  0.1091135E+03,  0.5778146E+04,  0.2217603E+04
01/05/2011 07:45:00,  0.2000014E+02, -0.1859325E+02,  0.1814687E+03,  0.9166395E+02,  0.5182084E+04,  0.1869576E+04
01/05/2011 08:00:00,  0.2000006E+02, -0.1826168E+02,  0.1818010E+03,  0.7077417E+02,  0.4504831E+04,  0.1453405E+04
01/05/2011 08:15:00,  0.2000009E+02, -0.1841153E+02,  0.1816537E+03,  0.4926174E+02,  0.3806527E+04,  0.1024610E+04
01/05/2011 08:30:00,  0.2000009E+02, -0.1811098E+02,  0.1819545E+03,  0.4204388E+02,  0.3536214E+04,  0.8803793E+03
01/05/2011 08:45:00,  0.2000011E+02, -0.1733494E+02,  0.1827302E+03,  0.4507851E+02,  0.3580266E+04,  0.9405159E+03
01/05/2011 09:00:00,  0.2000010E+02, -0.1676394E+02,  0.1833024E+03,  0.5007906E+02,  0.3686329E+04,  0.1039886E+04
01/05/2011 09:15:00,  0.2000019E+02, -0.1649002E+02,  0.1835796E+03,  0.2833214E+02,  0.2992670E+04,  0.6067048E+03
01/05/2011 09:30:00,  0.2000013E+02, -0.1616677E+02,  0.1839042E+03,  0.4745547E+01,  0.2262723E+04,  0.1371552E+03
01/05/2011 09:45:00,  0.2000010E+02, -0.1574765E+02,  0.1843246E+03, -0.9725891E+01,  0.1805523E+04, -0.1510404E+03
01/05/2011 10:00:00,  0.2000016E+02, -0.1537343E+02,  0.1847012E+03, -0.1677640E+02,  0.1559027E+04, -0.2917696E+03
01/05/2011 10:15:00,  0.2000001E+02, -0.1522868E+02,  0.1848469E+03, -0.4089264E+02,  0.8043268E+03, -0.7720330E+03
