X,Y
159.0728,-31.3591
159.0758,-31.363
159.0774,-31.3676
159.0786,-31.3696
159.0822,-31.3723
159.0863,-31.3738
159.0894,-31.3771
159.0902,-31.3796
159.09,-31.3846
159.0898,-31.388
159.0914,-31.3901
159.0948,-31.3933
159.0992,-31.3948
159.1017,-31.3953
159.1071,-31.3959
159.1109,-31.3972
159.1129,-31.3991
159.1157,-31.4028
159.1182,-31.4058
159.1226,-31.4077
159.1258,-31.4097
159.1274,-31.4121
159.1272,-31.4137
159.1204,-31.4165
159.117,-31.419
159.1167,-31.422
159.1181,-31.4241
159.1224,-31.4281
159.1263,-31.433
159.1294,-31.4365
159.129,-31.4388
