TIME,VOLUME [m^3],SALT_MASS [psu m^3],HEAT_CONTENT [degrees celsius m^3]
01/05/2011 00:00:00,  0.1781889E+08,  0.1781893E+09,  0.3563787E+09
01/05/2011 00:15:00,  0.1803248E+08,  0.1851966E+09,  0.3602375E+09
01/05/2011 00:30:00,  0.1821578E+08,  0.1930512E+09,  0.3634543E+09
01/05/2011 00:45:00,  0.1827761E+08,  0.1987614E+09,  0.3642270E+09
01/05/2011 01:00:00,  0.1817799E+08,  0.2010797E+09,  0.3617843E+09
01/05/2011 01:15:00,  0.1799243E+08,  0.2019078E+09,  0.3576491E+09
01/05/2011 01:30:00,  0.1776409E+08,  0.2022333E+09,  0.3526708E+09
01/05/2011 01:45:00,  0.1750230E+08,  0.2020633E+09,  0.3470248E+09
01/05/2011 02:00:00,  0.1731187E+08,  0.2032578E+09,  0.3428121E+09
01/05/2011 02:15:00,  0.1724598E+08,  0.2070164E+09,  0.3410864E+09
01/05/2011 02:30:00,  0.1728163E+08,  0.2126350E+09,  0.3414032E+09
01/05/2011 02:45:00,  0.1734311E+08,  0.2185036E+09,  0.3422333E+09
01/05/2011 03:00:00,  0.1737390E+08,  0.2232916E+09,  0.3424564E+09
01/05/2011 03:15:00,  0.1736344E+08,  0.2267544E+09,  0.3418670E+09
01/05/2011 03:30:00,  0.1732113E+08,  0.2292600E+09,  0.3406437E+09
01/05/2011 03:45:00,  0.1725131E+08,  0.2307567E+09,  0.3388867E+09
01/05/2011 04:00:00,  0.1717608E+08,  0.2320603E+09,  0.3370169E+09
01/05/2011 04:15:00,  0.1714519E+08,  0.2343871E+09,  0.3360417E+09
01/05/2011 04:30:00,  0.1718899E+08,  0.2386723E+09,  0.3365462E+09
01/05/2011 04:45:00,  0.1728052E+08,  0.2440437E+09,  0.3380214E+09
01/05/2011 05:00:00,  0.1738522E+08,  0.2497121E+09,  0.3397630E+09
01/05/2011 05:15:00,  0.1748653E+08,  0.2551923E+09,  0.3414453E+09
01/05/2011 05:30:00,  0.1758916E+08,  0.2605961E+09,  0.3431589E+09
01/05/2011 05:45:00,  0.1768149E+08,  0.2656700E+09,  0.3446592E+09
01/05/2011 06:00:00,  0.1774900E+08,  0.2698716E+09,  0.3456800E+09
01/05/2011 06:15:00,  0.1781358E+08,  0.2739335E+09,  0.3466441E+09
01/05/2011 06:30:00,  0.1790619E+08,  0.2788028E+09,  0.3481596E+09
01/05/2011 06:45:00,  0.1802075E+08,  0.2841568E+09,  0.3501257E+09
01/05/2011 07:00:00,  0.1814826E+08,  0.2898904E+09,  0.3523407E+09
01/05/2011 07:15:00,  0.1827024E+08,  0.2953359E+09,  0.3544584E+09
01/05/2011 07:30:00,  0.1839164E+08,  0.3007454E+09,  0.3565612E+09
01/05/2011 07:45:00,  0.1849859E+08,  0.3055858E+09,  0.3583917E+09
01/05/2011 08:00:00,  0.1859067E+08,  0.3099876E+09,  0.3599214E+09
01/05/2011 08:15:00,  0.1866178E+08,  0.3136841E+09,  0.3610442E+09
01/05/2011 08:30:00,  0.1871824E+08,  0.3168648E+09,  0.3618888E+09
01/05/2011 08:45:00,  0.1877512E+08,  0.3200392E+09,  0.3627439E+09
01/05/2011 09:00:00,  0.1883578E+08,  0.3232869E+09,  0.3636824E+09
01/05/2011 09:15:00,  0.1889226E+08,  0.3264154E+09,  0.3645362E+09
01/05/2011 09:30:00,  0.1892304E+08,  0.3286613E+09,  0.3649011E+09
01/05/2011 09:45:00,  0.1893838E+08,  0.3304662E+09,  0.3649552E+09
01/05/2011 10:00:00,  0.1894393E+08,  0.3319587E+09,  0.3648206E+09
01/05/2011 10:15:00,  0.1893661E+08,  0.3330229E+09,  0.3644339E+09
01/05/2011 10:30:00,  0.1890814E+08,  0.3334468E+09,  0.3636428E+09
01/05/2011 10:45:00,  0.1887263E+08,  0.3336491E+09,  0.3627299E+09
01/05/2011 11:00:00,  0.1884245E+08,  0.3340060E+09,  0.3619395E+09
01/05/2011 11:15:00,  0.1880553E+08,  0.3341473E+09,  0.3610313E+09
01/05/2011 11:30:00,  0.1873075E+08,  0.3331931E+09,  0.3593641E+09
01/05/2011 11:45:00,  0.1863337E+08,  0.3315137E+09,  0.3572576E+09
01/05/2011 12:00:00,  0.1852455E+08,  0.3295070E+09,  0.3549253E+09
01/05/2011 12:15:00,  0.1841061E+08,  0.3274093E+09,  0.3524856E+09
01/05/2011 12:30:00,  0.1830454E+08,  0.3254924E+09,  0.3502217E+09
01/05/2011 12:45:00,  0.1820637E+08,  0.3238774E+09,  0.3481195E+09
01/05/2011 13:00:00,  0.1812517E+08,  0.3228010E+09,  0.3463610E+09
01/05/2011 13:15:00,  0.1805571E+08,  0.3220251E+09,  0.3448459E+09
01/05/2011 13:30:00,  0.1797755E+08,  0.3210255E+09,  0.3431625E+09
01/05/2011 13:45:00,  0.1789145E+08,  0.3197236E+09,  0.3413369E+09
01/05/2011 14:00:00,  0.1779381E+08,  0.3181344E+09,  0.3392845E+09
01/05/2011 14:15:00,  0.1769966E+08,  0.3166171E+09,  0.3373129E+09
01/05/2011 14:30:00,  0.1761563E+08,  0.3154026E+09,  0.3355477E+09
01/05/2011 14:45:00,  0.1754423E+08,  0.3145548E+09,  0.3340376E+09
01/05/2011 15:00:00,  0.1748504E+08,  0.3140782E+09,  0.3327730E+09
01/05/2011 15:15:00,  0.1744184E+08,  0.3140864E+09,  0.3318260E+09
01/05/2011 15:30:00,  0.1742243E+08,  0.3147056E+09,  0.3313545E+09
01/05/2011 15:45:00,  0.1741347E+08,  0.3155852E+09,  0.3310895E+09
01/05/2011 16:00:00,  0.1740529E+08,  0.3164641E+09,  0.3308404E+09
01/05/2011 16:15:00,  0.1740203E+08,  0.3175079E+09,  0.3306851E+09
01/05/2011 16:30:00,  0.1741966E+08,  0.3191001E+09,  0.3309217E+09
01/05/2011 16:45:00,  0.1745192E+08,  0.3210808E+09,  0.3314220E+09
01/05/2011 17:00:00,  0.1749137E+08,  0.3232870E+09,  0.3320363E+09
01/05/2011 17:15:00,  0.1753847E+08,  0.3256636E+09,  0.3327814E+09
01/05/2011 17:30:00,  0.1761164E+08,  0.3288240E+09,  0.3340247E+09
01/05/2011 17:45:00,  0.1769911E+08,  0.3323499E+09,  0.3355359E+09
01/05/2011 18:00:00,  0.1778501E+08,  0.3357697E+09,  0.3370034E+09
01/05/2011 18:15:00,  0.1787197E+08,  0.3391992E+09,  0.3384743E+09
01/05/2011 18:30:00,  0.1797742E+08,  0.3431798E+09,  0.3402952E+09
