cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
27.681528,88.961380,45.520523,35.960434,3.829086
36.322964,88.225433,39.274601,30.604406,6.415008
35.088032,91.014099,44.162415,35.047855,10.631413
35.030624,88.775734,38.757793,30.252579,5.920446
37.292107,91.946846,41.045898,32.589775,7.107330
35.331310,90.539017,40.922066,32.508476,7.701462
37.671432,91.326126,39.804138,31.494925,6.562288
37.648365,88.491570,40.452202,32.210266,8.180423
38.297642,90.271706,39.766003,31.618677,5.362312
37.039253,88.297440,40.493507,32.374771,7.099118
37.466007,89.084435,39.917103,31.860458,6.105694
38.757481,87.911972,40.045326,31.999861,8.802648
38.061966,89.483665,39.883007,31.826618,9.136567
34.927467,88.687469,39.958187,31.870125,9.235574
31.924208,88.509460,39.659721,31.591028,7.231958
30.460531,87.886978,39.595730,31.563856,5.838513
33.444756,88.476921,39.642361,31.658810,6.161993
35.601700,89.589775,39.775528,31.799856,7.087452
35.484707,89.688065,39.923126,31.934689,7.450722
32.984833,90.313156,39.463028,31.390795,5.756021
34.236671,88.540527,39.590855,31.520760,7.193063
36.506046,89.538933,39.560986,31.454348,7.726228
35.604347,89.200409,39.665672,31.522356,8.196036
36.404034,90.447830,39.621643,31.466154,7.001633
32.939232,89.182228,39.653122,31.491079,6.245883
31.830633,89.096329,39.597813,31.436386,4.917320
31.960541,89.203644,39.567978,31.417429,4.858655
32.072102,89.281456,39.560066,31.410284,5.387386
31.692850,89.317276,39.515770,31.349892,5.599962
32.560646,89.863617,39.484459,31.309416,5.731163
31.799267,89.577667,39.491043,31.306015,5.892518
31.458662,90.456367,39.369598,31.168324,5.113595
30.338766,89.601883,39.386578,31.204630,4.981346
31.189884,90.743652,39.184471,30.992235,4.106579
30.314341,89.431534,39.347630,31.195591,4.860677
30.671625,89.482033,39.255264,31.104362,4.699422
29.576107,88.754906,39.223259,31.090778,4.684449
32.672108,88.636971,39.074528,30.970835,5.068765
34.032211,89.649574,39.174278,31.087608,5.512936
32.870285,88.958008,39.409798,31.332354,6.070958
32.566677,89.589119,39.376312,31.311148,6.406556
32.225819,89.835609,39.447361,31.406715,6.568120
31.691341,90.070312,39.429703,31.408094,6.177988
31.262396,90.474564,39.471233,31.458656,5.949404
30.499901,90.748131,39.472256,31.453375,5.851750
29.281948,91.236855,39.464207,31.411676,5.275052
28.167759,91.344040,39.482605,31.398712,4.906880
27.636259,91.548477,39.464756,31.349840,4.509192
27.047245,90.632683,39.500706,31.383207,4.600181
25.994757,87.965622,39.664257,31.535721,4.404509
29.204651,90.110252,39.823544,31.676193,3.328806
24.846140,90.553299,39.151058,30.861303,3.201457
28.387653,90.006119,40.169380,31.938040,4.640456
29.759447,89.793556,39.694244,31.405392,6.046974
33.797150,90.528564,39.721291,31.452391,7.930344
35.234192,90.910072,39.667946,31.393293,6.094943
36.295506,89.023361,39.682587,31.401249,4.300414
43.194946,88.822029,39.584564,31.282694,4.570734
41.198772,89.436295,39.334549,31.061813,4.682521
33.294609,87.847824,39.837196,31.566425,4.200639
35.009850,88.578438,39.442379,31.206266,2.806130
32.247871,87.669151,39.431366,31.256214,2.537194
29.609215,87.278679,39.135174,31.004223,2.242419
33.714634,87.586433,39.171772,30.992096,4.256739
35.817009,88.624275,39.097099,30.899279,5.620161
30.405386,88.097954,39.248276,31.055870,4.861215
29.795460,86.940613,38.909672,30.722063,3.950769
34.603146,86.365982,38.943344,30.754890,5.416422
36.597431,86.401657,39.211613,31.011345,6.788515
33.972637,87.015663,39.352535,31.190573,6.233963
34.759483,87.368423,39.284981,31.152012,5.529549
38.584019,87.306290,39.571190,31.409796,6.760424
39.343140,85.870811,39.560768,31.406790,7.860848
39.663792,85.449677,39.689823,31.565216,7.581967
31.736580,84.893898,39.611343,31.576788,5.252353
31.610628,85.825706,39.368290,31.326393,5.284744
33.524529,84.841965,39.015743,30.957481,5.030957
30.996958,83.885330,39.400555,31.251453,4.473492
36.514549,84.650955,39.772060,31.551641,5.623569
44.001129,87.205063,39.799202,31.521864,8.438032
40.310226,87.540894,39.781635,31.448009,8.330147
35.524250,86.002129,39.845409,31.480263,5.456572
36.878784,85.907173,39.482910,31.171690,4.367387
36.423756,86.432129,39.419849,31.166145,4.593032
32.389473,85.754173,39.315769,31.118650,4.126726
